id,typeid,gruppenavnkort,navn,fornavn,efternavn,biografi,periodeid,opdateringsdato,startdato,slutdato
28,5,,Henrik Sass Larsen,Henrik Sass,Larsen,"<member><url>/medlemmer/mf/h/henrik-sass-larsen</url><status>0</status><formattedDateLongMonth>30. september 2019</formattedDateLongMonth><profession>Fhv. statsrevisor, fhv. minister</profession><firstname>Henrik Sass</firstname><lastname>Larsen</lastname><party>Socialdemokratiet</party><partyShortname>S</partyShortname><title>Henrik Sass Larsen (S)</title><pictureMiRes>https://master-ft.ft.dk:443/-/media/cv/foto/2015/s/henrik-sass-larsen/henrik_sass_larsen_500,-d-,jpg.ashx</pictureMiRes><pictureHiRes>https://master-ft.ft.dk:443/-/media/cv/foto/2015/s/henrik-sass-larsen/henrik_sass_larsen-fotograf_steen_brogaard.ashx</pictureHiRes><sex>Mand</sex><born>29-05-1966</born><died/><educationStatistic>MVU</educationStatistic><occupationStatistic>Privat</occupationStatistic><personalInformation><memberData>Henrik Sass Larsen, født 29. maj 1966 i Virum.</memberData><function><formattedTitle>Fhv. medlem af Folketinget</formattedTitle><formattedTitles>Fhv. medlem af Folketinget;Tidligere minister;Fhv. stedfortræder;Tidligere statsrevisor</formattedTitles></function></personalInformation><career><ministers><minister>Erhvervs- og vækstminister 9. august 2013 - 28. juni 2015.</minister></ministers><constituencies><constituency>Folketingsmedlem for Socialdemokratiet i Sjællands Storkreds 13. november 2007 - 30. september 2019.</constituency><constituency>Folketingsmedlem for Socialdemokratiet i Roskilde Amtskreds 20. november 2001 - 13. november 2007.</constituency><constituency>Folketingsmedlem for Socialdemokratiet i Københavns Amtskreds 1. oktober 2000 - 20. november 2001.</constituency></constituencies><substitutes><substitute>Midlertidigt folketingsmedlem for Socialdemokratiet i Københavns Amtskreds 16. juni 1999 - 22. juni 1999.</substitute><substitute>Midlertidigt folketingsmedlem for Socialdemokratiet i Københavns Amtskreds 19. januar 1999 - 21. marts 1999.</substitute></substitutes><nominations><nomination>Kandidat for Socialdemokratiet i Køgekredsen fra 1999.</nomination><nomination>Kandidat for Socialdemokratiet i Gentoftekredsen 1996-1999.</nomination></nominations><parliamentaryPositionsOfTrust><parliamentaryPositionOfTrust>Formand for den socialdemokratiske folketingsgruppe 2015-2019.</parliamentaryPositionOfTrust><parliamentaryPositionOfTrust>Formand for den socialdemokratiske folketingsgruppe 2012-2013.</parliamentaryPositionOfTrust><parliamentaryPositionOfTrust>Politisk ordfører 2006-2011.</parliamentaryPositionOfTrust><parliamentaryPositionOfTrust>Finanspolitisk ordfører 2005-2006.</parliamentaryPositionOfTrust><parliamentaryPositionOfTrust>Næstformand for den socialdemokratiske folketingsgruppe 2005-2006.</parliamentaryPositionOfTrust><parliamentaryPositionOfTrust>Skattepolitisk ordfører 2004-2005.</parliamentaryPositionOfTrust><parliamentaryPositionOfTrust>Politisk-økonomisk ordfører 2001-2004.</parliamentaryPositionOfTrust></parliamentaryPositionsOfTrust><auditors><auditor>Statsrevisor 1. januar 2017 - 3. september 2019.</auditor><auditor>Statsrevisor 1. maj 2013 - 9. august 2013.</auditor></auditors></career><educations><education>Hf-student, Greve Gymnasium, 1986-1986.</education><education>Mosedeskolen, 1976-1983.</education><education>Bachelor ved Roskilde Universitetscenter (Ha/forvaltningsstudier),.</education></educations><occupations><occupation>Har arbejdet i kommunikationsbranchen,.</occupation></occupations><positionsOfTrust><positionOfTrust>Formand for Danmarks Socialdemokratiske Ungdom 1992-1996.</positionOfTrust><positionOfTrust>Medlem af Danmarks Socialdemokratiske Ungdoms forretningsudvalg 1988-1992.</positionOfTrust></positionsOfTrust><publications><editorFormattedText>Medforfatter til bøgerne »En europæisk utopi«, 1994. »Tilbage til Friheden«, 1996 og forfatter til »Exodus – vejen frem for centrum-venstre«, 2018.</editorFormattedText></publications></member>",,2021-04-07T19:20:35.493,2015-10-06T00:00:00,
29,2,udenrigsminister,udenrigsministeren,,,,,2021-04-07T19:19:16.57,2014-02-03T00:00:00,2015-06-28T00:00:00
30,3,URU,Udenrigsudvalget,,,,31.0,2021-04-07T19:23:23.977,2012-10-02T00:00:00,2013-10-01T00:00:00
31,9,UPN,Det Udenrigspolitiske Nævn,,,,32.0,2021-04-07T19:23:32.277,2013-10-01T00:00:00,2014-10-07T00:00:00
32,1,,Udenrigsministeriet,,,,,2020-11-19T20:05:34.907,2001-11-27T00:00:00,
33,5,,Holger K. Nielsen,Holger K.,Nielsen,"<member><url>/medlemmer/mf/h/holger-k-nielsen</url><status>0</status><formattedDateLongMonth>6. juni 2019</formattedDateLongMonth><profession/><firstname>Holger K.</firstname><lastname>Nielsen</lastname><party>Socialistisk Folkeparti</party><partyShortname>SF</partyShortname><title>Holger K. Nielsen (SF)</title><pictureMiRes>https://websccm40.ft.dk:443/-/media/cv/foto/2015/sf/holger-k-nielsen/holger_k_nielsen_500,-d-,jpg.ashx</pictureMiRes><pictureHiRes>https://websccm40.ft.dk:443/-/media/cv/foto/2015/sf/holger-k-nielsen/holger_k_nielsen-fotograf_steen_brogaard.ashx</pictureHiRes><sex>Mand</sex><born>23-04-1950</born><died/><educationStatistic>LVU</educationStatistic><occupationStatistic>Off</occupationStatistic><personalInformation><memberData>Holger Kirkholm Nielsen, født 23. april 1950 i Ribe, søn af forstander Bertel Nielsen og Elin Nielsen.</memberData><function><formattedTitle>Fhv. medlem af Folketinget</formattedTitle><formattedTitles>Fhv. medlem af Folketinget;Tidligere minister</formattedTitles><functionStartDate>5. juni 2019</functionStartDate></function></personalInformation><career><ministers><minister>Udenrigsminister 12. december 2013 - 3. februar 2014.</minister><minister>Skatteminister 16. oktober 2012 - 12. december 2013.</minister></ministers><presidiums><presidium>Medlem af Folketingets Præsidium 28. november 2007 - 22. oktober 2012.</presidium></presidiums><constituencies><constituency>Folketingsmedlem for Socialistisk Folkeparti i Københavns Omegns Storkreds 13. november 2007 - 5. juni 2019.</constituency><constituency>Folketingsmedlem for Socialistisk Folkeparti i Københavns Amtskreds 8. september 1987 - 13. november 2007.</constituency><constituency>Folketingsmedlem for Socialistisk Folkeparti i Københavns Amtskreds 8. december 1981 - 9. januar 1984.</constituency></constituencies><nominations><nomination>Kandidat for Socialistisk Folkeparti i Taastrupkredsen 2007-2016.</nomination><nomination>Kandidat for Socialistisk Folkeparti i Glostrupkredsen 1992-2006.</nomination><nomination>Kandidat for Socialistisk Folkeparti i Rødovrekredsen 1984-1992.</nomination><nomination>Kandidat for Socialistisk Folkeparti i Gladsaxekredsen 1980-1984.</nomination></nominations><parliamentaryPositionsOfTrust><editorFormattedText><p>Medlem af Nordisk Råd 1982. Formand for Socialistisk Folkeparti 1991-2005.</p></editorFormattedText></parliamentaryPositionsOfTrust></career><educations><education>Cand.mag. i samfundsfag og dansk, Københavns Universitet, 1979-1979.</education><education>Studieophold ved universitetet i Beograd, Jugoslavien, 1978-1978.</education><education>Statskundskab, 1. del, Aarhus Universitet, 1973-1973.</education><education>Ophold på Snoghøj Folkehøjskole, 1969-1970.</education><education>Student, Ribe Katedralskole, 1969-1969.</education><education>Bramming Kommuneskole, 1957-1966.</education></educations><occupations><occupation>Sekretær ved Gruppen af Kommunister og Beslægtede i EF-Parlamentet, 1979-1981.</occupation><occupation>Fuldmægtig i Energiministeriet 1981 og 1984-1987,.</occupation></occupations><positionsOfTrust><editorFormattedText>Landsformand for Socialistisk Folkepartis Ungdom 1974-1977. Medlem af Socialistisk Folkepartis hovedbestyrelse 1976-1979 og 1984-2005, medlem af forretningsudvalget 1984-1987.</editorFormattedText></positionsOfTrust><publications><editorFormattedText>Medforfatter til bogen »Fornyelse i dansk politik - SF gennem 20 år«, 1979. Har skrevet »EF«, 1982, »EF, Europa og os!«, 1983, »Frihed i fællesskab«, 1994, »Venstrefløjen i en ny tid«, 2004, og »I venstre side - Erindringsglimt«, 2005.</editorFormattedText></publications></member>",,2021-04-07T19:20:35.493,2015-10-06T00:00:00,
34,5,,Søren Espersen,Søren,Espersen,"<member><url>/medlemmer/mf/s/soeren-espersen</url><status>1</status><profession>Fhv. medlem af Folketingets Præsidium</profession><firstname>Søren</firstname><lastname>Espersen</lastname><party>Dansk Folkeparti</party><partyShortname>DF</partyShortname><title>Søren Espersen (DF)</title><pictureMiRes>https://master-ft.ft.dk:443/-/media/cv/foto/2019/df/soren-espersen/soren_espersen_500.ashx</pictureMiRes><pictureHiRes>https://master-ft.ft.dk:443/-/media/cv/foto/2019/df/soren-espersen/soren_espersen-fotograf_steen_brogaard.ashx</pictureHiRes><sex>Mand</sex><born>20-07-1953</born><died/><educationStatistic>MVU</educationStatistic><occupationStatistic>Privat</occupationStatistic><addresses><address>Folketinget, Christiansborg, 1240 København K</address></addresses><phoneFolketinget>+45 3337 5124</phoneFolketinget><emails><email>soren.espersen@ft.dk</email></emails><personalInformation><memberData><p>S&amp;oslash;ren Espersen, f&amp;oslash;dt 20. juli 1953 i Svenstrup, Himmerland, s&amp;oslash;n af Peder Christian Espersen og Inger Espersen, f&amp;oslash;dt Lund.&amp;nbsp;Gift med Yvette Kim Fay Espersen. Parret har b&amp;oslash;rnene Ditte, Anders, Robin, Susie og Peter og b&amp;oslash;rneb&amp;oslash;rnene Daniel, Mai, Josefine, Mathilde og Estrid.</p><div><img/></div></memberData><function><formattedTitle>Medlem af Folketinget</formattedTitle><formattedTitles>Medlem af Folketinget</formattedTitles><functionStartDate>8. februar 2005</functionStartDate></function></personalInformation><career><presidiums><presidium>Medlem af Folketingets Præsidium 28. november 2007 - 2. oktober 2012.</presidium></presidiums><currentConstituency>Folketingsmedlem for Dansk Folkeparti i Sjællands Storkreds fra 18. juni 2015.</currentConstituency><constituencies><constituency>Folketingsmedlem for Dansk Folkeparti i Københavns Omegns Storkreds 13. november 2007 - 18. juni 2015.</constituency><constituency>Folketingsmedlem for Dansk Folkeparti i Københavns Amtskreds 8. februar 2005 - 13. november 2007.</constituency></constituencies><nominations><nomination>Kandidat for Dansk Folkeparti i Kalundborgkredsen fra 2013.</nomination><nomination>Kandidat for Dansk Folkeparti i Ballerupkredsen 2007-2013.</nomination><nomination>Kandidat for Dansk Folkeparti i Hvidovrekredsen 2004-2006.</nomination><nomination>Kandidat for Dansk Folkeparti i Sundbykredsen 1997-2004.</nomination><nomination>Kandidat for Fremskridtspartiet i Præstøkredsen 1992-1995.</nomination></nominations><parliamentaryPositionsOfTrust><parliamentaryPositionOfTrust>Forsvarsordfører fra 2020.</parliamentaryPositionOfTrust><parliamentaryPositionOfTrust>Formand for Det Udenrigspolitiske Nævn 2015-2019.</parliamentaryPositionOfTrust><parliamentaryPositionOfTrust>Politisk næstformand for Dansk Folkeparti 2012-2020.</parliamentaryPositionOfTrust><parliamentaryPositionOfTrust>Medlem af Forsvarskommissionen 2007-2009.</parliamentaryPositionOfTrust><parliamentaryPositionOfTrust>Næstformand for Færøudvalget 2007-2011.</parliamentaryPositionOfTrust><parliamentaryPositionOfTrust>Medlem af Dansk Folkepartis gruppebestyrelse, gruppesekretær fra 2006.</parliamentaryPositionOfTrust><parliamentaryPositionOfTrust>Færøerneordfører og grønlandsordfører fra 2005.</parliamentaryPositionOfTrust><parliamentaryPositionOfTrust>Grundlovsordfører, udenrigsordfører og ordfører for Rigsfællesskabet fra 2005.</parliamentaryPositionOfTrust><parliamentaryPositionOfTrust>Medlem af Nordisk Råd 2005-2006.</parliamentaryPositionOfTrust><parliamentaryPositionOfTrust>Medlem af OSCE's Parlamentariske Forsamling 2005-2006.</parliamentaryPositionOfTrust><parliamentaryPositionOfTrust>Medlem af den grønlandsk-danske selvstyrekommission 2005-2008.</parliamentaryPositionOfTrust><editorFormattedText><p>&amp;nbsp;</p></editorFormattedText></parliamentaryPositionsOfTrust></career><educations><education>Journalist, Danmarks Journalisthøjskole, 1976-1980.</education><education>Teologistudier, Københavns Universitet, 1974-1976.</education><education>Værnepligt, Søværnet, 1973-1974.</education><education>Studentereksamen, Hasseris Gymnasium, 1970-1973.</education><education>Realeksamen, Svenstrup Skole, 1967-1970.</education></educations><occupations><occupation>Pressechef, Dansk Folkeparti, 1997-2005.</occupation><occupation>Journalist, Billed-Bladet, 1992-1996.</occupation><occupation>Freelancejournalist, London, 1989-1992.</occupation><occupation>Journalist, BT, 1980-1988.</occupation><occupation>Journalist, Dagbladet, Ringsted, 1980-1980.</occupation></occupations><positionsOfTrust><positionOfTrust>Medlem af Dansk Folkepartis gruppebestyrelse 2012-2020.</positionOfTrust><positionOfTrust>Medlem af bestyrelsen for Raoul Wallenberg Foreningen 2003-2015.</positionOfTrust><positionOfTrust>Medlem af bestyrelsen for Danmarks Radio 2001-2005.</positionOfTrust><positionOfTrust>Formand for Dansk Folkeparti Hovedstaden 1997-2000.</positionOfTrust><positionOfTrust>Kommitteret i Hjemmeværnet fra 2017.</positionOfTrust><positionOfTrust>Medlem af Dansk Folkepartis hovedbestyrelse fra 2006.</positionOfTrust><positionOfTrust>Formand for Dansk Folkepartis valg- og strategiudvalg fra 2002.</positionOfTrust></positionsOfTrust><publications><editorFormattedText>Har skrevet &amp;raquo;Israels selvst&amp;aelig;ndighedskrig &amp;ndash; og de danske frivillige&amp;laquo;, 2007, &amp;raquo;Valdemar R&amp;oslash;rdam ‒ Nationalskjald og Landsforr&amp;aelig;der&amp;laquo;, 2003 og &amp;raquo;Danmarks fremtid &amp;ndash; dit land, dit valg&amp;hellip;&amp;laquo; sammen med U. Dahlerup, K. Thulesen Dahl og A. Skj&amp;oslash;dt, 2001.  Ansvarshavende redakt&amp;oslash;r af Dansk Folkeblad 1997-2005.</editorFormattedText></publications><spokesmen><spokesman>Færøerneordfører</spokesman><spokesman>Forsvarsordfører</spokesman><spokesman>Grønlandsordfører</spokesman><spokesman>Grundlovsordfører</spokesman><spokesman>Udenrigsordfører</spokesman></spokesmen><websites><websiteUrl><url>http://www.sorenespersen.dk</url><desciption>www.soerenespersen.dk</desciption><linkType>external</linkType></websiteUrl></websites></member>",,2021-04-07T19:21:58.86,,
35,2,minister for sundhed og forebyggelse,ministeren for sundhed og forebyggelse,,,,,2021-04-07T19:19:55.13,2014-02-03T00:00:00,2015-06-28T00:00:00
36,3,SUU,Sundheds- og Forebyggelsesudvalget,,,,32.0,2021-04-07T19:23:28.59,2013-10-01T00:00:00,2014-10-07T00:00:00
37,1,,Ministeriet for Sundhed og Forebyggelse,,,,,2015-11-05T15:35:36.123,,
38,5,,Astrid Krag,Astrid,Krag,"<member><url>/medlemmer/mf/a/astrid-krag</url><status>1</status><profession>Social- og ældreminister</profession><firstname>Astrid</firstname><lastname>Krag</lastname><party>Socialdemokratiet</party><partyShortname>S</partyShortname><title>Astrid Krag (S)</title><pictureMiRes>https://master-eu.ft.dk:443/-/media/cv/foto/2015/s/astrid-krag/astrid_krag_500,-d-,jpg.ashx</pictureMiRes><pictureHiRes>https://master-eu.ft.dk:443/-/media/cv/foto/2015/s/astrid-krag/astrid_krag-fotograf_steen_brogaard.ashx</pictureHiRes><sex>Kvinde</sex><born>17-11-1982</born><died/><educationStatistic>Gymnasial</educationStatistic><occupationStatistic>Off</occupationStatistic><addresses><address>Social- og Ældreministeriet, Holmens Kanal 22, 1060 København K</address></addresses><ministerPhone>+45 3392 9300</ministerPhone><emails><email>min@sim.dk</email></emails><personalInformation><memberData><p>Astrid Krag Kristensen, f&amp;oslash;dt 17. november 1982 p&amp;aring; Sct. Maria Hospital, Vejle, datter af pensioneret tekstforfatter Ole Jakob Krag Kristensen og pensioneret gymnasiel&amp;aelig;rer &amp;Aring;se Fogh Pedersen.&amp;nbsp;Gift med Andreas Seebach. Parret har tre b&amp;oslash;rn.</p></memberData><function><formattedTitle>Medlem af Folketinget</formattedTitle><formattedTitles>Medlem af Folketinget;Minister;Fhv. stedfortræder;Tidligere minister</formattedTitles><functionStartDate>13. november 2007</functionStartDate></function></personalInformation><career><ministers><minister>Social- og ældreminister fra 21. januar 2021.</minister><minister>Social- og indenrigsminister 27. juni 2019 - 21. januar 2021.</minister><minister>Minister for sundhed og forebyggelse 3. oktober 2011 - 3. februar 2014.</minister></ministers><currentConstituency>Folketingsmedlem for Socialdemokratiet i Sjællands Storkreds fra 4. februar 2014.</currentConstituency><constituencies><constituency>Folketingsmedlem for Socialistisk Folkeparti i Sjællands Storkreds 13. november 2007 - 3. februar 2014.</constituency></constituencies><substitutes><substitute>Midlertidigt folketingsmedlem for Socialistisk Folkeparti i Vejle Amtskreds 24. oktober 2006 - 30. oktober 2006 (Stedfortræder for Villy Søvndal).</substitute></substitutes><nominations><nomination>Kandidat for Socialdemokratiet i Køgekredsen fra 2019.</nomination><nomination>Kandidat for Socialdemokratiet i Grevekredsen 2014-2019.</nomination><nomination>Kandidat for Socialistisk Folkeparti i Roskildekredsen 2007-2014.</nomination><nomination>Kandidat for Socialistisk Folkeparti i Vejlekredsen 2001-2006.</nomination></nominations><parliamentaryPositionsOfTrust><parliamentaryPositionOfTrust>Næstformand for Udlændinge- og Integrationsudvalget 2016-2019.</parliamentaryPositionOfTrust><parliamentaryPositionOfTrust>Tidligere skatteordfører, udlændingeordfører, integrationsordfører, indfødsretsordfører, velfærdsordfører og ældreordfører.</parliamentaryPositionOfTrust></parliamentaryPositionsOfTrust></career><educations><education>Bachelorstuderende i statskundskab, Københavns Universitet, 2003-2007.</education><education>Sproglig studentereksamen, Tørring Amtsgymnasium, 1998-2001.</education></educations><occupations><occupation>Ansat i hjemmeplejen, Sundparken, Amager, 2007-2007.</occupation><occupation>Studentermedhjælp, Social- og Sundhedsskolen i København, 2003-2005.</occupation><occupation>Pædagogmedhjælper, Frederiksberg Hospitalsvuggestue, 2001-2002.</occupation><occupation>Service- og kasseassistent, Netto, Tørring, 1999-2001.</occupation></occupations><positionsOfTrust><positionOfTrust>Formand for Socialistisk Folkepartis Ungdom 2005-2007.</positionOfTrust><positionOfTrust>Elevrådsformand ved Tørring Amtsgymnasium 1999-2001.</positionOfTrust><editorFormattedText><p>&amp;nbsp;</p></editorFormattedText></positionsOfTrust><websites><websiteUrl><url>https://sim.dk</url><desciption>https://sim.dk</desciption><linkType>external</linkType></websiteUrl></websites></member>",,2021-04-07T19:20:35.493,2015-11-03T00:00:00,2016-06-03T00:00:00
